"Source","Target"
"Porras-Ortiz, A.F.","Arcos, H."
"Layedra, J.","Arcos, H."
"Valladolid, J.D.","Minchala, I."
"Valladolid, J.D.","Vergara, M.J."
"Minchala, I.","Vergara, M.J."
"Canelon, M.R.","Morles, E.C."
"Canelon, M.R.","Lozada, M.C."
"Morles, E.C.","Lozada, M.C."
"Calle-Jimenez, T.","Sanchez-Gordon, S."
"Calle-Jimenez, T.","Rivera-Pastrano, C."
"Calle-Jimenez, T.","Lujn-Mora, S."
"Sanchez-Gordon, S.","Rivera-Pastrano, C."
"Sanchez-Gordon, S.","Lujn-Mora, S."
"Rivera-Pastrano, C.","Lujn-Mora, S."
"Lujn-Mora, S.","Rivera-Pastrano, C."
"Navarrete, R.","Lujn-Mora, S."
"Sanchez-Gordon, S.","Lujn-Mora, S."
"Prez, D.","Inga, E."
"Prez, D.","Hincapi, R."
"Inga, E.","Hincapi, R."
"Sanchez-Gordon, S.","Lujan-Mora, S."
"Gmez A, H.F.","Martnez, S.E.M."
"Gmez A, H.F.","Cartuche Flores, C.P."
"Martnez, S.E.M.","Cartuche Flores, C.P."
"Wong-Villacrs, M.","Granda, R."
"Wong-Villacrs, M.","Ortiz, M."
"Wong-Villacrs, M.","Chiluiza, K."
"Granda, R.","Ortiz, M."
"Granda, R.","Chiluiza, K."
"Ortiz, M.","Chiluiza, K."
"Chiluiza, K.","Ortiz, M."
"Ortiz, C.","Salazar, G."
"Ortiz, C.","Suing, A."
"Salazar, G.","Suing, A."
"Echeverra, V.","Domnguez, F."
"Echeverra, V.","Chiluiza, K."
"Domnguez, F.","Chiluiza, K."
"Bernal, I.","Meja, D."
"Abad, K.","Carvallo, J.P."
"Abad, K.","Espinoza, M."
"Abad, K.","Saquicela, V."
"Carvallo, J.P.","Espinoza, M."
"Carvallo, J.P.","Saquicela, V."
"Espinoza, M.","Saquicela, V."
"Saquicela, V.","Espinoza, M."
"Granja, F.M.","Ynez, R.L."
"Granja, F.M.","Bonifaz, E.F."
"Granja, F.M.","Heredia, E.C."
"Ynez, R.L.","Bonifaz, E.F."
"Ynez, R.L.","Heredia, E.C."
"Bonifaz, E.F.","Heredia, E.C."
"Heredia, E.C.","Bonifaz, E.F."
"Guamn, D.","Guamn, F."
"Guamn, D.","Jaramillo, D."
"Guamn, D.","Correa, R."
"Guamn, F.","Jaramillo, D."
"Guamn, F.","Correa, R."
"Jaramillo, D.","Correa, R."
"Correa, R.","Jaramillo, D."
"Rivera-Rogel, D.","Rodrguez-Hidalgo, C."
"Rivera-Rogel, D.","Gonzales, M."
"Rodrguez-Hidalgo, C.","Gonzales, M."
"Suing, A.","Ortiz, C."
"Hernndez-Alvarez, M.","Gmez, J.M.S."
"Montenegro, C.W.","Flores, D.A."
"Calderon-Cordova, C.","Guajala-Michay, M."
"Calderon-Cordova, C.","Barba-Guaman, R."
"Calderon-Cordova, C.","Quezada-Sarmiento, P."
"Guajala-Michay, M.","Barba-Guaman, R."
"Guajala-Michay, M.","Quezada-Sarmiento, P."
"Barba-Guaman, R.","Quezada-Sarmiento, P."
"Thurber, M.W.","Abad, G.H."
"Wong-Villacres, M.","Barzola, V.E."
"Wong-Villacres, M.","Granda, R."
"Wong-Villacres, M.","Garcia, K.C."
"Barzola, V.E.","Granda, R."
"Barzola, V.E.","Garcia, K.C."
"Granda, R.","Garcia, K.C."
"Gallardo, C.","Andaluz, V.H."
"de Castro, C.","Villamarn, D."
"de Castro, C.","Olmedo, G."
"de Castro, C.","Garca, E."
"Villamarn, D.","Olmedo, G."
"Villamarn, D.","Garca, E."
"Olmedo, G.","Garca, E."
"Garca, E.","Olmedo, G."
"Cardenas, J.F.","Cadenbach, T."
"Cardenas, J.F.","Zhang, Z.-B."
"Cardenas, J.F.","Costa-Vera, C."
"Cardenas, J.F.","Zhang, S.-L."
"Cardenas, J.F.","Paz, J.L."
"Cadenbach, T.","Zhang, Z.-B."
"Cadenbach, T.","Costa-Vera, C."
"Cadenbach, T.","Zhang, S.-L."
"Cadenbach, T.","Paz, J.L."
"Zhang, Z.-B.","Costa-Vera, C."
"Zhang, Z.-B.","Zhang, S.-L."
"Zhang, Z.-B.","Paz, J.L."
"Costa-Vera, C.","Zhang, S.-L."
"Costa-Vera, C.","Paz, J.L."
"Zhang, S.-L.","Paz, J.L."
"Moscoso-Zea, O.","Lujn-Mora, S."
"Moscoso-Zea, O.","Cceres, C.E."
"Moscoso-Zea, O.","Schweimanns, N."
"Lujn-Mora, S.","Cceres, C.E."
"Lujn-Mora, S.","Schweimanns, N."
"Cceres, C.E.","Schweimanns, N."
"Schweimanns, N.","Cceres, C.E."
"Arias-Hidalgo, M.","Neupauer, R.M."
"Arias-Hidalgo, M.","Villa-Cox, G."
"Arias-Hidalgo, M.","Barcia, J.L."
"Neupauer, R.M.","Villa-Cox, G."
"Neupauer, R.M.","Barcia, J.L."
"Villa-Cox, G.","Barcia, J.L."
"Barcia, J.L.","Villa-Cox, G."
"Orellana, D.","Hermida, C."
"Orellana, D.","Osorio, P."
"Hermida, C.","Osorio, P."
"Cevallos, R.E.S.","Tapia, S.A.A."
"Cevallos, R.E.S.","Reyes, A.P.L."
"Cevallos, R.E.S.","del Salto, V.H."
"Tapia, S.A.A.","Reyes, A.P.L."
"Tapia, S.A.A.","del Salto, V.H."
"Reyes, A.P.L.","del Salto, V.H."
"del Salto, V.H.","Reyes, A.P.L."
"Ballari, D.","Castro, E."
"Ballari, D.","Campozano, L."
"Castro, E.","Campozano, L."
"Peafiel, M.","Vsquez, S."
"Peafiel, M.","Lujn-Mora, S."
"Vsquez, S.","Lujn-Mora, S."
"Nunes, D.","Silva, J.S."
"Nunes, D.","Herrera, C."
"Nunes, D.","Boavida, F."
"Silva, J.S.","Herrera, C."
"Silva, J.S.","Boavida, F."
"Herrera, C.","Boavida, F."
"Boavida, F.","Herrera, C."
"Garca-Vlez, R.A.","Lpez-Nores, M."
"Garca-Vlez, R.A.","Blanco-Fernndez, Y."
"Garca-Vlez, R.A.","Pazos-Arias, J.J."
"Lpez-Nores, M.","Blanco-Fernndez, Y."
"Lpez-Nores, M.","Pazos-Arias, J.J."
"Blanco-Fernndez, Y.","Pazos-Arias, J.J."
"Pazos-Arias, J.J.","Blanco-Fernndez, Y."
"Ortega-Zamorano, F.","Jerez, J.M."
"Ortega-Zamorano, F.","Gmez, I."
"Ortega-Zamorano, F.","Franco, L."
"Jerez, J.M.","Gmez, I."
"Jerez, J.M.","Franco, L."
"Gmez, I.","Franco, L."
"Franco, L.","Gmez, I."
"Tovar, E.","Piedra, N."
"Tovar, E.","Lpez, J."
"Tovar, E.","Chizaiza, J."
"Piedra, N.","Lpez, J."
"Piedra, N.","Chizaiza, J."
"Lpez, J.","Chizaiza, J."
"Chizaiza, J.","Lpez, J."
"Rodrguez-Fernndez, M.-M.","Rodrguez-Vzquez, C."
"Rodrguez-Fernndez, M.-M.","Vin-Merec, C.-S."
"Rodrguez-Fernndez, M.-M.","Martnez-Fernndez, V.-A."
"Rodrguez-Vzquez, C.","Vin-Merec, C.-S."
"Rodrguez-Vzquez, C.","Martnez-Fernndez, V.-A."
"Vin-Merec, C.-S.","Martnez-Fernndez, V.-A."
"Martnez-Fernndez, V.-A.","Vin-Merec, C.-S."
"Padilla, W.R.","Garca, H.J."
"Quezada, P.","Garbajosa, J."
"Quezada, P.","Enciso, L."
"Garbajosa, J.","Enciso, L."
"Gomez, C.V.","Robalino, E."
"Gomez, C.V.","Haro, D."
"Gomez, C.V.","Tene, T."
"Gomez, C.V.","Escudero, P."
"Gomez, C.V.","Haro, A."
"Gomez, C.V.","Orbe, J."
"Robalino, E.","Haro, D."
"Robalino, E.","Tene, T."
"Robalino, E.","Escudero, P."
"Robalino, E.","Haro, A."
"Robalino, E.","Orbe, J."
"Haro, D.","Tene, T."
"Haro, D.","Escudero, P."
"Haro, D.","Haro, A."
"Haro, D.","Orbe, J."
"Tene, T.","Escudero, P."
"Tene, T.","Haro, A."
"Tene, T.","Orbe, J."
"Escudero, P.","Haro, A."
"Escudero, P.","Orbe, J."
"Haro, A.","Orbe, J."
"Gmez, J.","Oviedo, B."
"Gmez, J.","Zhuma, E."
"Oviedo, B.","Zhuma, E."
"Orellana, D.","Smith, F."
"Nobell, A.A.","Yaguache, J.J."
"Nobell, A.A.","Fanny Paladines, G."
"Yaguache, J.J.","Fanny Paladines, G."
"Aguilar, J.","Chamba-Eras, L."
"Aguilar, J.","Cordero, J."
"Chamba-Eras, L.","Cordero, J."
"Pico-Valencia, P.","Holgado-Terriza, J.A."
"Saravia, D.","Gonzalez, V.M."
"Rodrguez-Fernndez, M.-M.","Snchez-Amboage, E."
"Rodrguez-Fernndez, M.-M.","Toledo-Macas, R.-K."
"Rodrguez-Fernndez, M.-M.","Martnez-Fernndez, V.-A."
"Snchez-Amboage, E.","Toledo-Macas, R.-K."
"Snchez-Amboage, E.","Martnez-Fernndez, V.-A."
"Toledo-Macas, R.-K.","Martnez-Fernndez, V.-A."
"Martnez-Fernndez, V.-A.","Toledo-Macas, R.-K."
"Chacn-Troya, D.P.","Alvarez, C.J."
"Chacn-Troya, D.P.","Pablo, E.G."
"Chacn-Troya, D.P.","Aller, J.M."
"Alvarez, C.J.","Pablo, E.G."
"Alvarez, C.J.","Aller, J.M."
"Pablo, E.G.","Aller, J.M."
"Aller, J.M.","Pablo, E.G."
"Cueva, S.","Rodriguez, G."
"Cueva, S.","Marbn, O."
"Rodriguez, G.","Marbn, O."
"Peluffo-Ordez, D.H.","Becerra, M.A."
"Peluffo-Ordez, D.H.","Castro-Ospina, A.E."
"Peluffo-Ordez, D.H.","Blanco-Valencia, X."
"Peluffo-Ordez, D.H.","Alvarado-Prez, J.C."
"Peluffo-Ordez, D.H.","Thern, R."
"Peluffo-Ordez, D.H.","Anaya-Isaza, A."
"Becerra, M.A.","Castro-Ospina, A.E."
"Becerra, M.A.","Blanco-Valencia, X."
"Becerra, M.A.","Alvarado-Prez, J.C."
"Becerra, M.A.","Thern, R."
"Becerra, M.A.","Anaya-Isaza, A."
"Castro-Ospina, A.E.","Blanco-Valencia, X."
"Castro-Ospina, A.E.","Alvarado-Prez, J.C."
"Castro-Ospina, A.E.","Thern, R."
"Castro-Ospina, A.E.","Anaya-Isaza, A."
"Blanco-Valencia, X.","Alvarado-Prez, J.C."
"Blanco-Valencia, X.","Thern, R."
"Blanco-Valencia, X.","Anaya-Isaza, A."
"Alvarado-Prez, J.C.","Thern, R."
"Alvarado-Prez, J.C.","Anaya-Isaza, A."
"Thern, R.","Anaya-Isaza, A."
"Oliveira, M.","Santos, V."
"Oliveira, M.","Sappa, A.D."
"Oliveira, M.","Dias, P."
"Santos, V.","Sappa, A.D."
"Santos, V.","Dias, P."
"Sappa, A.D.","Dias, P."
"Sanchez-Gordon, S.","Snchez-Gordn, M.-L."
"Sanchez-Gordon, S.","Lujn-Mora, S."
"Snchez-Gordn, M.-L.","Lujn-Mora, S."
"Cardenas, J.F.","Chakarov, D."
"Cardenas, J.F.","Kasemo, B."
"Chakarov, D.","Kasemo, B."
"Sen, R.","Quercia, D."
"Sen, R.","Ruiz, C.V."
"Sen, R.","Gummadi, K.P."
"Quercia, D.","Ruiz, C.V."
"Quercia, D.","Gummadi, K.P."
"Ruiz, C.V.","Gummadi, K.P."
"Gummadi, K.P.","Ruiz, C.V."
"Martinez, E.","Tommelein, I."
"Martinez, E.","Alvear, A."
"Tommelein, I.","Alvear, A."
"Snchez, M.","Aguilar, J."
"Snchez, M.","Cordero, J."
"Snchez, M.","Valdiviezo-Daz, P."
"Snchez, M.","Barba-Guamn, L."
"Snchez, M.","Chamba-Eras, L."
"Aguilar, J.","Cordero, J."
"Aguilar, J.","Valdiviezo-Daz, P."
"Aguilar, J.","Barba-Guamn, L."
"Aguilar, J.","Chamba-Eras, L."
"Cordero, J.","Valdiviezo-Daz, P."
"Cordero, J.","Barba-Guamn, L."
"Cordero, J.","Chamba-Eras, L."
"Valdiviezo-Daz, P.","Barba-Guamn, L."
"Valdiviezo-Daz, P.","Chamba-Eras, L."
"Barba-Guamn, L.","Chamba-Eras, L."
"Poujol, J.","Aguilera, C.A."
"Poujol, J.","Danos, E."
"Poujol, J.","Vintimilla, B.X."
"Poujol, J.","Toledo, R."
"Poujol, J.","Sappa, A.D."
"Aguilera, C.A.","Danos, E."
"Aguilera, C.A.","Vintimilla, B.X."
"Aguilera, C.A.","Toledo, R."
"Aguilera, C.A.","Sappa, A.D."
"Danos, E.","Vintimilla, B.X."
"Danos, E.","Toledo, R."
"Danos, E.","Sappa, A.D."
"Vintimilla, B.X.","Toledo, R."
"Vintimilla, B.X.","Sappa, A.D."
"Toledo, R.","Sappa, A.D."
"Granda, M.F.","Condori-Fernndez, N."
"Granda, M.F.","Vos, T.E.J."
"Granda, M.F.","Pastor, O."
"Condori-Fernndez, N.","Vos, T.E.J."
"Condori-Fernndez, N.","Pastor, O."
"Vos, T.E.J.","Pastor, O."
"Pastor, O.","Vos, T.E.J."
"Valencia, E.","Benalcazar, M."
"Valencia, E.","Sa, J.M."
"Valencia, E.","Magne, N."
"Valencia, E.","Hidalgo, V."
"Benalcazar, M.","Sa, J.M."
"Benalcazar, M.","Magne, N."
"Benalcazar, M.","Hidalgo, V."
"Sa, J.M.","Magne, N."
"Sa, J.M.","Hidalgo, V."
"Magne, N.","Hidalgo, V."
"Navarrete, R.","Lujn-Mora, S."
"Timbi-Sisalima, C.","Hilera, J.R."
"Timbi-Sisalima, C.","Otn, S."
"Timbi-Sisalima, C.","Ingavelez, P."
"Hilera, J.R.","Otn, S."
"Hilera, J.R.","Ingavelez, P."
"Otn, S.","Ingavelez, P."
"Ingavelez, P.","Otn, S."
"Chacon-Troya, D.P.","Garcia, A."
"Chicaiza, J.","Piedra, N."
"Chicaiza, J.","Lopez-Vargas, J."
"Chicaiza, J.","Tovar-Caro, E."
"Piedra, N.","Lopez-Vargas, J."
"Piedra, N.","Tovar-Caro, E."
"Lopez-Vargas, J.","Tovar-Caro, E."
"Tovar-Caro, E.","Lopez-Vargas, J."
"Valdiviezo-Daz, P.","Cordero, J."
"Valdiviezo-Daz, P.","Retegui, R."
"Valdiviezo-Daz, P.","Aguilar, J."
"Cordero, J.","Retegui, R."
"Cordero, J.","Aguilar, J."
"Retegui, R.","Aguilar, J."
"Aguilar, J.","Retegui, R."
"Chang, O.","Constante, P."
"Chang, O.","Gordon, A."
"Chang, O.","Singania, M."
"Chang, O.","Acuna, F."
"Constante, P.","Gordon, A."
"Constante, P.","Singania, M."
"Constante, P.","Acuna, F."
"Gordon, A.","Singania, M."
"Gordon, A.","Acuna, F."
"Singania, M.","Acuna, F."
"Hidalgo, V.","Luo, X."
"Hidalgo, V.","Escaler, X."
"Hidalgo, V.","Huang, R."
"Hidalgo, V.","Valencia, E."
"Luo, X.","Escaler, X."
"Luo, X.","Huang, R."
"Luo, X.","Valencia, E."
"Escaler, X.","Huang, R."
"Escaler, X.","Valencia, E."
"Huang, R.","Valencia, E."
"Ramos, B.","Plata, W."
"Ramos, B.","Almeida, M.D.C."
"Plata, W.","Almeida, M.D.C."
"Aguilera, C.A.","Sappa, A.D."
"Aguilera, C.A.","Toledo, R."
"Sappa, A.D.","Toledo, R."
"Quilumba, F.L.","Constante, G.E."
"Quilumba, F.L.","Jtiva, J.A."
"Quilumba, F.L.","Lee, W.-J."
"Constante, G.E.","Jtiva, J.A."
"Constante, G.E.","Lee, W.-J."
"Jtiva, J.A.","Lee, W.-J."
"Lee, W.-J.","Jtiva, J.A."
"Naranjo, C.A.","Galarza, E.E."
"Portilla, O.","Aguilar, J."
"Portilla, O.","Len, C."
"Aguilar, J.","Len, C."
"Aguilar, J.","Jerez, M."
"Aguilar, J.","Exposito, E."
"Aguilar, J.","Villemur, T."
"Jerez, M.","Exposito, E."
"Jerez, M.","Villemur, T."
"Exposito, E.","Villemur, T."
"Villemur, T.","Exposito, E."
"Rangel, C.","Altamiranda, J."
"Rangel, C.","Aguilar, J."
"Altamiranda, J.","Aguilar, J."
"Riofrio, G.","Encalada, E."
"Riofrio, G.","Guaman, D."
"Riofrio, G.","Aguilar, J."
"Encalada, E.","Guaman, D."
"Encalada, E.","Aguilar, J."
"Guaman, D.","Aguilar, J."
"Aguilar, J.","Guaman, D."
"Maldonado, J.J.","Bermeo, J.L."
"Maldonado, J.J.","Meja, M."
"Bermeo, J.L.","Meja, M."
"Lopez-Delis, A.","Delisle-Rodriguez, D."
"Lopez-Delis, A.","Villa-Parra, A.C."
"Lopez-Delis, A.","Bastos-Filho, T."
"Delisle-Rodriguez, D.","Villa-Parra, A.C."
"Delisle-Rodriguez, D.","Bastos-Filho, T."
"Villa-Parra, A.C.","Bastos-Filho, T."
"Bastos-Filho, T.","Villa-Parra, A.C."
"Realpe, M.","Vintimilla, B."
"Realpe, M.","Vlacic, L."
"Vintimilla, B.","Vlacic, L."
"Torres-Diaz, J.C.","Gomez, H."
"Torres-Diaz, J.C.","Arias, S."
"Torres-Diaz, J.C.","Moro, A.I."
"Torres-Diaz, J.C.","De Castro Lozano, C."
"Torres-Diaz, J.C.","Torres, S."
"Gomez, H.","Arias, S."
"Gomez, H.","Moro, A.I."
"Gomez, H.","De Castro Lozano, C."
"Gomez, H.","Torres, S."
"Arias, S.","Moro, A.I."
"Arias, S.","De Castro Lozano, C."
"Arias, S.","Torres, S."
"Moro, A.I.","De Castro Lozano, C."
"Moro, A.I.","Torres, S."
"De Castro Lozano, C.","Torres, S."
"Andres, G.C.","Luis, C.A."
"Andres, G.C.","Julio, Z.A."
"Luis, C.A.","Julio, Z.A."
"Worsley, M.","Chiluiza, K."
"Worsley, M.","Grafsgaard, J.F."
"Worsley, M.","Ochoa, X."
"Chiluiza, K.","Grafsgaard, J.F."
"Chiluiza, K.","Ochoa, X."
"Grafsgaard, J.F.","Ochoa, X."
"Ochoa, X.","Grafsgaard, J.F."
"Domnguez, F.","Chiluiza, K."
"Domnguez, F.","Echeverra, V."
"Domnguez, F.","Ochoa, X."
"Chiluiza, K.","Echeverra, V."
"Chiluiza, K.","Ochoa, X."
"Echeverra, V.","Ochoa, X."
"Ochoa, X.","Echeverra, V."
"Astarloa, A.","Moreira, N."
"Astarloa, A.","Lzaro, J."
"Astarloa, A.","Urbina, M."
"Astarloa, A.","Garcia, A."
"Moreira, N.","Lzaro, J."
"Moreira, N.","Urbina, M."
"Moreira, N.","Garcia, A."
"Lzaro, J.","Urbina, M."
"Lzaro, J.","Garcia, A."
"Urbina, M.","Garcia, A."
"Quezada, O.G.B.","Velez, R.A.G."
"Quezada, O.G.B.","Blanco-Fernandez, Y."
"Quezada, O.G.B.","Nores, M.L."
"Velez, R.A.G.","Blanco-Fernandez, Y."
"Velez, R.A.G.","Nores, M.L."
"Blanco-Fernandez, Y.","Nores, M.L."
"Nores, M.L.","Blanco-Fernandez, Y."
"Frappart, F.","Bourrel, L."
"Frappart, F.","Salazar, X.R."
"Frappart, F.","Baup, F."
"Frappart, F.","Darrozes, J."
"Frappart, F.","Pombosa, R."
"Bourrel, L.","Salazar, X.R."
"Bourrel, L.","Baup, F."
"Bourrel, L.","Darrozes, J."
"Bourrel, L.","Pombosa, R."
"Salazar, X.R.","Baup, F."
"Salazar, X.R.","Darrozes, J."
"Salazar, X.R.","Pombosa, R."
"Baup, F.","Darrozes, J."
"Baup, F.","Pombosa, R."
"Darrozes, J.","Pombosa, R."
"Wong-Villacres, M.","Chiluiza, K."
"Wong-Villacres, M.","Ortiz, M."
"Wong-Villacres, M.","Echeverria, V."
"Chiluiza, K.","Ortiz, M."
"Chiluiza, K.","Echeverria, V."
"Ortiz, M.","Echeverria, V."
"Echeverria, V.","Ortiz, M."
"Altuve, M.","Severeyn, E."
"Altuve, M.","Wong, S."
"Severeyn, E.","Wong, S."
"Andrade, F.","Carrera, E.V."
"Tenemaza, M.","De Antonio, A."
"Tenemaza, M.","Ramrez, J."
"De Antonio, A.","Ramrez, J."
"Tenemaza, M.","De Antonio, A."
"Tenemaza, M.","Ramirez, J."
"De Antonio, A.","Ramirez, J."
"Morales, J.A.","Gavela, P."
"Morales, J.A.","Bretas, A.S."
"Gavela, P.","Bretas, A.S."
"Chagpar, A.","Babiera, G."
"Chagpar, A.","Aguirre, J."
"Chagpar, A.","Caropreso, P."
"Chagpar, A.","Hughes, T."
"Babiera, G.","Aguirre, J."
"Babiera, G.","Caropreso, P."
"Babiera, G.","Hughes, T."
"Aguirre, J.","Caropreso, P."
"Aguirre, J.","Hughes, T."
"Caropreso, P.","Hughes, T."
"Prieto, L.P.","Sharma, K."
"Prieto, L.P.","Dillenbourg, P."
"Prieto, L.P.","Jess, M."
"Sharma, K.","Dillenbourg, P."
"Sharma, K.","Jess, M."
"Dillenbourg, P.","Jess, M."
"Jess, M.","Dillenbourg, P."
"Chagpar, A.B.","Babiera, G.V."
"Chagpar, A.B.","Aguirre, J."
"Chagpar, A.B.","Hunt, K.K."
"Chagpar, A.B.","Hughes, T."
"Babiera, G.V.","Aguirre, J."
"Babiera, G.V.","Hunt, K.K."
"Babiera, G.V.","Hughes, T."
"Aguirre, J.","Hunt, K.K."
"Aguirre, J.","Hughes, T."
"Hunt, K.K.","Hughes, T."
"Taco, J.P.A.","Garca, I.A.C."
"Taco, J.P.A.","Rios, E.R.N."
"Garca, I.A.C.","Rios, E.R.N."
"Severeyn, E.","Wong, S."
"Severeyn, E.","Herrera, H."
"Severeyn, E.","Altuve, M."
"Wong, S.","Herrera, H."
"Wong, S.","Altuve, M."
"Herrera, H.","Altuve, M."
"Altuve, M.","Herrera, H."
"Urgiles, M.V.","Arpi, P.E."
"Urgiles, M.V.","Chacon-Troya, D.P."
"Arpi, P.E.","Chacon-Troya, D.P."
"Cassola, A.","Blass, E.-O."
"Cassola, A.","Noubir, G."
"Blass, E.-O.","Noubir, G."
"Morueta-Holme, N.","Engemann, K."
"Morueta-Holme, N.","Sandoval-Acua, P."
"Morueta-Holme, N.","Jonas, J.D."
"Morueta-Holme, N.","Segnitz, R.M."
"Morueta-Holme, N.","Svenning, J.-C."
"Engemann, K.","Sandoval-Acua, P."
"Engemann, K.","Jonas, J.D."
"Engemann, K.","Segnitz, R.M."
"Engemann, K.","Svenning, J.-C."
"Sandoval-Acua, P.","Jonas, J.D."
"Sandoval-Acua, P.","Segnitz, R.M."
"Sandoval-Acua, P.","Svenning, J.-C."
"Jonas, J.D.","Segnitz, R.M."
"Jonas, J.D.","Svenning, J.-C."
"Segnitz, R.M.","Svenning, J.-C."
"Astudillo, G.","Kadoch, M."
"Torres, R.","Monica"
"Torres, R.","Clotet, R."
"Torres, R.","Gonzalez, R."
"Torres, R.","Pirrone, J."
"Torres, R.","Sagbay, G."
"Torres, R.","Rivas, D."
"Torres, R.","Soto, A."
"Monica","Clotet, R."
"Monica","Gonzalez, R."
"Monica","Pirrone, J."
"Monica","Sagbay, G."
"Monica","Rivas, D."
"Monica","Soto, A."
"Clotet, R.","Gonzalez, R."
"Clotet, R.","Pirrone, J."
"Clotet, R.","Sagbay, G."
"Clotet, R.","Rivas, D."
"Clotet, R.","Soto, A."
"Gonzalez, R.","Pirrone, J."
"Gonzalez, R.","Sagbay, G."
"Gonzalez, R.","Rivas, D."
"Gonzalez, R.","Soto, A."
"Pirrone, J.","Sagbay, G."
"Pirrone, J.","Rivas, D."
"Pirrone, J.","Soto, A."
"Sagbay, G.","Rivas, D."
"Sagbay, G.","Soto, A."
"Rivas, D.","Soto, A."
"Andrade-B., P.","Pinos-Velez, E."
"Andrade-B., P.","Ingavelez-Guerra, P."
"Pinos-Velez, E.","Ingavelez-Guerra, P."
"Fiallos, C.B.","Perez, M.G."
"Fiallos, C.B.","Conci, A."
"Fiallos, C.B.","Andaluz, V.H."
"Perez, M.G.","Conci, A."
"Perez, M.G.","Andaluz, V.H."
"Conci, A.","Andaluz, V.H."
"Andaluz, V.H.","Conci, A."
"Paredes, M.C.P.","Garca, M.J.F.-G."
"Esparragoza, I.E.","Nunez, J."
"Esparragoza, I.E.","Lascano, S."
"Esparragoza, I.E.","Ocampo, J.R."
"Esparragoza, I.E.","Vigano, R."
"Esparragoza, I.E.","Duque, J."
"Nunez, J.","Lascano, S."
"Nunez, J.","Ocampo, J.R."
"Nunez, J.","Vigano, R."
"Nunez, J.","Duque, J."
"Lascano, S.","Ocampo, J.R."
"Lascano, S.","Vigano, R."
"Lascano, S.","Duque, J."
"Ocampo, J.R.","Vigano, R."
"Ocampo, J.R.","Duque, J."
"Vigano, R.","Duque, J."
"Nunes, D.","Silva, J.S."
"Nunes, D.","Herrera, C."
"Nunes, D.","Boavida, F."
"Silva, J.S.","Herrera, C."
"Silva, J.S.","Boavida, F."
"Herrera, C.","Boavida, F."
"Boavida, F.","Herrera, C."
"Moret, P.","Aruz, M.."
"Moret, P.","Gobbi, M."
"Moret, P.","Barragn, ."
"Aruz, M..","Gobbi, M."
"Aruz, M..","Barragn, ."
"Gobbi, M.","Barragn, ."
"Valencia-Redrovn, D.","Guijarro-Rubio, O."
"Valencia-Redrovn, D.","Basantes-Montero, D."
"Valencia-Redrovn, D.","Enrquez-Champutiz, V."
"Guijarro-Rubio, O.","Basantes-Montero, D."
"Guijarro-Rubio, O.","Enrquez-Champutiz, V."
"Basantes-Montero, D.","Enrquez-Champutiz, V."
"Enrquez-Champutiz, V.","Basantes-Montero, D."
"Eduardo, P.","Daniel, G."
"Eduardo, P.","Lpez, F."
"Daniel, G.","Lpez, F."
"Renato, C.","Mara, N."
"Flores, M.V.","Echeverra, D.E."
"Flores, M.V.","Barba, R.P."
"Flores, M.V.","Argello, G."
"Echeverra, D.E.","Barba, R.P."
"Echeverra, D.E.","Argello, G."
"Barba, R.P.","Argello, G."
"Argello, G.","Barba, R.P."
"Cerrada, M.","Ortiz, J."
"Cerrada, M.","Snchez, R.V."
"Ortiz, J.","Snchez, R.V."
"Ibarra, E.","Medina, R."
"Ibarra, E.","Morocho, V."
"Ibarra, E.","Vanegas, P."
"Medina, R.","Morocho, V."
"Medina, R.","Vanegas, P."
"Morocho, V.","Vanegas, P."
"Vanegas, P.","Morocho, V."
"Herrera, M.","Chamorro, W."
"Herrera, M.","Gmez, A.P."
"Herrera, M.","Camacho, O."
"Chamorro, W.","Gmez, A.P."
"Chamorro, W.","Camacho, O."
"Gmez, A.P.","Camacho, O."
"Camacho, O.","Gmez, A.P."
"Meja, T.M.","Prez, M.G."
"Meja, T.M.","Andaluz, V.H."
"Meja, T.M.","Conci, A."
"Prez, M.G.","Andaluz, V.H."
"Prez, M.G.","Conci, A."
"Andaluz, V.H.","Conci, A."
"Conci, A.","Andaluz, V.H."
"Mavares, T.D.","Velsquez, R."
"Mavares, T.D.","Candotti, K."
"Mavares, T.D.","Huerta, M."
"Velsquez, R.","Candotti, K."
"Velsquez, R.","Huerta, M."
"Candotti, K.","Huerta, M."
"Huerta, M.","Candotti, K."
"Lara-Cueva, R.","Bentez, D."
"Lara-Cueva, R.","Fernndez, C."
"Lara-Cueva, R.","Morales, C."
"Bentez, D.","Fernndez, C."
"Bentez, D.","Morales, C."
"Fernndez, C.","Morales, C."
"Morales, C.","Fernndez, C."
"Cadena, F.","Sanipatin, J."
"Cadena, F.","Verdezoto, G."
"Cadena, F.","Cervantes, H."
"Cadena, F.","Ortiz, D."
"Cadena, F.","Ojeda, D."
"Sanipatin, J.","Verdezoto, G."
"Sanipatin, J.","Cervantes, H."
"Sanipatin, J.","Ortiz, D."
"Sanipatin, J.","Ojeda, D."
"Verdezoto, G.","Cervantes, H."
"Verdezoto, G.","Ortiz, D."
"Verdezoto, G.","Ojeda, D."
"Cervantes, H.","Ortiz, D."
"Cervantes, H.","Ojeda, D."
"Ortiz, D.","Ojeda, D."
"Cajo, R.","Agila, W."
